,Wall Street Journal,CNN,New York Times,Fox
708,How can we flatten the curve? Researchers evaluated two strategies: mitigation focused on slowing but not stopping the coronavirus’s spread and suppression aimed at reducing the number of cases https://t.co/fdkNpPao6X,"A New Orleans official says the city is readying for an uptick in coronavirus-related deaths. In a community of about 400,000 people, the city is tracking at about 5% mortality rate, he said. https://t.co/p36TqKrbh5",Read updates in Chinese: 新冠病毒疫情最新消息https://t.co/QYcVS7lqds,"Colin Reed: ""[@BetoORourke] has made this race closer than it ever should be, and Ted Cruz, I think, is still dealing with presidential hangover from 2016."" @dailybriefing https://t.co/1fqy92slKC"
709,"Prime Minister Boris Johnson's diagnosis raises worries that the top echelons of Britain’s government could have been exposed to the virus, potentially amplifying the disruption the country faces https://t.co/WYbs7Uw6dj","Keanon Lowe saved a life the day he took a gun away from a young student and then hugged him in the halls of the Oregon high school where he coached football. For his bravery and compassion, Lowe will receive a Congressional Medal of Honor Citizen Honor. https://t.co/Qh9htQCU5C","The latest on the coronavirus outbreak:
—The CDC issued a travel advisory for New York, New Jersey and Connecticut.
—Illinois reported the first known U.S. death of an infant with the coronavirus.

Read more. https://t.co/pjyEfzP971","Foreign hackers have US election networks in their crosshairs, report says https://t.co/HQfijbxsCJ"
710,"The European Union was built on free movement of people and goods. Coronavirus has suspended that model, upending commerce and communities. https://t.co/8LtiLAoLVR","A statistical model cited by the White House says around 82,000 people in the US could die from coronavirus by August, even with social distancing https://t.co/aAnjw2KZSR","The 2020 Summer Olympics, postponed because of the coronavirus pandemic, would start on July 23, 2021, under a plan that organizers are considering https://t.co/0T7QfjKOPf","Pete Davidson mocks Republican Congressional candidate, former Navy SEAL who lost an eye in Afghanistan https://t.co/LVw6acgJtq"
711,"The U.S. has the most coronavirus cases in the world, American counties will be classified by the coronavirus risk level and the Navy rushes to test more than 5,000 sailors after nearly two dozen test positive on an aircraft carrier #WSJWhatsNow https://t.co/QKZVVVUBsR","Powell's Books, the legendary Oregon-based bookstore, announced it has rehired more than 100 of its workers amid the flood of online orders it has received since closing its stores because of the coronavirus pandemic https://t.co/CujUbll3WL","RT @danielle_ivory: An federal inmate in Louisiana has died, and others at the prison have been hospitalized. The death represents the firs…",'Taylor Swift effect' dismissed by Tennessee students as early vote totals smash 2014 numbers https://t.co/oGFmj5yfja
712,"For many Americans, the one-time stimulus payment will be crucial for staying afloat. But if you’ve got that covered, how should you spend it? https://t.co/ex5OyfVKUN","More people in need. Less food being donated. And volunteers staying home.

Food banks across the nation are facing a perfect storm as they try to help the growing number of hungry Americans amid the coronavirus pandemic. https://t.co/KxwGFx1XQV","“That’s all we can do: just pray, stick together, encourage each other, not get paralyzed by fear.""

In the Brooklyn Hospital Center, test kits and protective gear have been in short supply. Doctors are falling sick. But the staff keeps showing up. https://t.co/PsfgdpGTaM",Five toss-up races in California #Midterms2018 https://t.co/mdnheT1fpU
713,"Nancy Pelosi tried to ban lobbying by firms that will receive funds as part of the coronavirus stimulus package, but the tucked-away provision quickly caught lobbyists' eyes https://t.co/65OYQsJgm9","The German city of Jena is requiring people to wear masks in shops, on public transport and in public buildings after a request from health services https://t.co/kgSMOdneKM","“The people of Wuhan gave onlookers, including myself, a lot of courage."" There's been a generational awakening in China due to the coronavirus outbreak, as many young people push back on the government’s efforts to conceal missteps. https://t.co/lCxqRaoiDd",High school choir halts busy restaurant with moving national anthem performance https://t.co/1JAbW8eSfW
714,British Prime Minister Boris Johnson tests positive for coronavirus but says he will continue to lead the U.K. government during self-isolation https://t.co/Q5karQxbon,"William Helmreich, a prominent sociologist perhaps best known for walking nearly every block of New York City, died Saturday morning of coronavirus, his family said. He was 74. https://t.co/CqRXQFyHo5","The AIDS activist Larry Kramer is now writing a play for the age of Covid-19. “It’s about gay people having to live through three plagues,” he said, H.I.V./AIDS, Covid-19 and the decline of the human body. https://t.co/BzAPDh4BgA",TONIGHT: @SpeakerRyan joins @BretBaier LIVE on ‘@SpecialReport’ in an exclusive interview to discuss the midterms at 6p ET on Fox News Channel. https://t.co/71deyhpvzn
715,“Finger lickin’ good?” Perhaps not at the moment. Brands are scrambling to remove or rework their commercials amid the coronavirus pandemic #WSJWhatsNow https://t.co/sDC1PFNqx5,"Health care workers around the world are on the front lines fighting Covid-19. If you're one of them, we'd like to share your story, and the challenges you're facing, with the world. Contact CNN via WhatsApp: +1 347-322-0415 https://t.co/jZA7yPEFfQ","The U.S. health department’s civil rights office is opening a series of investigations to ensure that state-mandated rationing plans for coronavirus treatment ""are fully compliant with civil rights law"" https://t.co/fW6TluNacx",Ex-Senator John Warner: Here's why military veterans running for office deserve your vote https://t.co/pXfc4htBrv
716,"As coronavirus cases surpass 500,000 globally, countries are fining or even arresting people who flout restrictions on movement and social-distancing rules https://t.co/GtEXDGnCbJ","The White House is expected to reissue federal coronavirus guidelines sometime today, which may feature some slight adjustments, according to an administration official. https://t.co/1H5iJhmRQ1","For years, opioid addiction ravaged Louisa, Kentucky, and its neighbors in Appalachia. But meth has suddenly returned. ""It’s going to get worse before it gets better,"" an official said, ""because we have not stopped the flow of meth coming in.” https://t.co/UVZeUWnBdN",Kellogg's changing gender-biased cereal packaging after 8-year-old girl starts petition: 'Why can’t girls be on the back?' https://t.co/ZdpOP65Z6H
717,"Everyone thinks they’re a genius in a bull market, but it’s only when prices head south that some people really stand out from the crowd https://t.co/XFBsP4HcXY",At least 574 deaths from coronavirus in the US were reported Monday -- more than any other day -- and officials say the battle to defeat the virus will take cooperation from every American. https://t.co/h4a8LuvEC5,"A mom of 4 uploaded a 90-second rant about online learning to a Facebook group. Not long after, it had been translated into 20 different languages. She told @NYTParenting about her experience. https://t.co/ObYgn7SLVb",".@SenTedCruz, @BetoORourke make final pitch to voters #Midterms2018 https://t.co/FBF7xVOPvf"
718,Coronavirus pandemic throws into disarray studies critical to the development of promising medicines for other infections https://t.co/MNSzJSAOJs,A zoo in Belgium has shared some amazing photos of a blossoming friendship between a family of orangutans and their otter neighbors. https://t.co/9mieBwAXiW,"President Trump said Saturday night that he would not impose a quarantine on New York, New Jersey and Connecticut, hours after floating the possibility as a way to control the coronavirus. He’ll instead issue a “strong” travel advisory for the region. https://t.co/vIAIkg4Y60 https://t.co/1dcnVYfTVF",President @realDonaldTrump to campaign in Missouri later tonight before polls open Tuesday #Midterms2018 https://t.co/rwFf9XEr9z
719,The U.S. is proceeding with new restrictions aimed at cutting off Chinese telecom-equipment maker Huawei from one of its main suppliers of advanced semiconductors https://t.co/ZIXkRxrmPK,"The CDC continues to monitor data around the coronavirus pandemic and could put out new recommendations on the use of face masks — if the guidance warrants, US Surgeon General Dr. Jerome Adams says https://t.co/1NrldWG2Qk","Tom Coburn, an ultraconservative Oklahoma Republican and family physician who in 16 years in Congress used a rule-book technicality to block so many bills that frustrated legislators called him “Dr. No,” died on Saturday in Tulsa. He was 72. https://t.co/pmIcIwp22r",5 Senate longshots who could surprise everyone in Tuesday's #Midterms2018 https://t.co/w0noxYgtmv
720,"Stocks fall, marking a pause in a three-day rally that took some U.S. indexes into bull market territory on hopes that Washington would deliver the largest economic relief package in history https://t.co/YypnQ44pMQ",RT @NewDay: New York transformed a meadow in Central Park into a makeshift hospital and welcomed a Navy hospital ship to bolster an overwhe…,"RT @petersgoodman: The US might have been better suited to a rescue that had government effectively nationalizing payrolls, writing paychec…","Severe weather, rain may impact states with key races for Midterm Elections https://t.co/fruv6nKy2O"
721,Thin crowds of customers in Macau wearing masks and having their temperature taken serve as a possible preview for when casinos in the U.S. reopen https://t.co/P5SDxPu1kH,President Trump says he could foresee a scenario where all Americans are recommended to wear masks in public to prevent the spread of coronavirus. https://t.co/mtmqX5T6zs,"It took 400 volunteers, 2 helicopters and K-9 search teams, but a 4-year-old girl and her dog were finally found after going missing for 2 days deep in the Alabama woods. ""It was so, so surreal and so amazing,"" said a National Guard official who found her. https://t.co/D7QgGJrFVA",.@SteveScalise on candidates hitting the campaign trail in the final hours before #Midterms2018 #OutnumberedOT https://t.co/FohGIJ1UY5
722,Take an early look at the front page of The Wall Street Journal https://t.co/5xQPDPcm8q https://t.co/O61c2jgz8I,"Ford plans to make as many as 50,000 simple ventilators for coronavirus patients within 100 days and plans to continue producing 30,000 per month after that, the company has announced https://t.co/tu8QfQfJGE",RT @TheSteinLine: Today's story with @JohnBranchNYT on COVID-19 and NYC's basketball community has been updated after we confirmed two form…,"U.S. troops started building a forward operating base at the Mexico border in Donna, Texas, to tighten up the Donna-Rio Bravo International Bridge border crossing. https://t.co/TWT3uRWQU6"
723,Songs that work for both kids and parents—even a Raffi tune https://t.co/5Y3k3oMAtD,"New York's Empire State Building was lit up like an ambulance siren on Monday night in tribute to medical workers fighting coronavirus.

The Empire State Realty Trust said the lights symbolized ""America’s heartbeat and a siren of red and white"". https://t.co/TUnizC5cTA https://t.co/YpvTciCSDN","A tornado struck Jonesboro, Arkansas, on Saturday evening, injuring some people and damaging a mall, local business and an airport, according to the authorities. ""Just praying all is safe,"" Gov. Asa Hutchinson tweeted. https://t.co/oGs8QM6oFZ",".@POTUS: “The UN ambassador, I will announce before the end of the week.” https://t.co/C3Hwlvljfb"
724,"Despite offering cut-rate prices, Saudi Arabia is struggling to find new buyers for its crude oil in Europe and the U.S. https://t.co/cpTMMaFDjN","Portugal has temporarily given all migrants and asylum seekers full citizenship rights, granting them full access to the country's healthcare as the outbreak of the novel coronavirus escalates in the country https://t.co/oq3X5sB2PR","Use this basic recipe to cook all sorts of dried beans from the pantry. From red beans to white cannellini to black turtle beans, this will turn them into a filling meal. https://t.co/LIqAKMnGNl",".@POTUS: ""I think we’re going to do very well in the House.” https://t.co/SOJ1JPyVyN"
725,"Coronavirus containment efforts probably will bring on a recession, slashing Wall Street bonuses, a compensation consultant forecasts https://t.co/4rrL90sGzk","The economic fallout from the coronavirus pandemic could drive an additional 11 million people into poverty in East Asia and the Pacific unless ""urgent action"" is taken, the World Bank warned in a report released Monday. https://t.co/t3zcQ1IDXI","Some refuse to say where theirs is. Others show up at 7 a.m., to beat the lines.

With gyms and clubs closed around New York City, drab-looking walls are having a moment. “I don’t have any other choice,"" said Christian Jorg, 56. ""But it’s actually fun."" https://t.co/YDT3e6usZL","RT @FoxBusiness: .@POTUS: ""There's a great electricity in the air, like we haven't seen in my opinion since the '16 election."" https://t.co…"
726,"“Gene-editing technology could make us immune to viruses and cancer,” writes @WalterIsaacson https://t.co/2oJIut8HBo","The first US service member has died from the coronavirus, the US military announced on Monday. https://t.co/WYmtbzdLTn","Between late January and early March in the U.S., large-scale testing of people who might have had the coronavirus did not happen because of technical flaws, regulatory hurdles, business-as-usual bureaucracies and lack of leadership https://t.co/aPw0kADNan","RT @FoxBusiness: Employers pay overweight workers less, new study reveals https://t.co/LaCH5BeKXI"
727,"U.K. car manufacturing is expected to fall by about 18% this year as the coronavirus shuts down plants, an industry body said https://t.co/4WAejFYts7","Coronavirus has infected more than 787,000 people and killed over 37,000 worldwide, according to a count by Johns Hopkins Univ. The US has the most cases globally at over 160,700. More than 3,000 people have died in the US -- over 1,200 in New York state. https://t.co/OKXMl15Qw9","Gov. Gina Raimondo of Rhode Island said on Friday that if New Yorkers entering the state did not quarantine themselves for 14 days after arrival, they would be fined and, if they continued to flout the order, arrested https://t.co/Az2xPMzzZs",RT @FoxBusiness: Midterms and marijuana: These 4 states will vote on legal pot https://t.co/G4Fup5XMxd
728,"Yep, the phone call is back https://t.co/829YK7FfHK","States across the country -- some of which have already issued stay-at-home orders to residents -- are now creating measures to restrict the movement of visitors, too. Here are the states that currently have travel restrictions in place. https://t.co/P2aqrJSe54","RT @NYTSports: Organizers of the Summer Olympics in Tokyo are considering July 23, 2021 for the opening ceremony of the 2020 Summer Games p…","Lt. Col. Madison Woo, an F-16 Fighting Falcon jet pilot assigned to the 157th Fighter Squadron, greets his family on the flightline at McEntire Joint National Guard Base, S.C. after a successful Air Expeditionary Force deployment. https://t.co/fUbNqKxMMc"
729,"A Canadian writer has fueled a tiff between the U.S. and China over a fringe theory claiming the coronavirus originated in the U.S., a widely denounced assertion https://t.co/lWwgBW5X6Y","Macy's is furloughing a majority of its 125,000 employees because of the ongoing coronavirus pandemic, which has sunk sales and forced it close to its stores. https://t.co/IoWf4BHPD5","Some students want U.S. colleges to give a ""universal pass"" as the coronavirus disrupts classes rather than adopting a pass/fail system. ""There are people who will not pass their classes,"" one student said. “The most vulnerable will be drastically harmed.” https://t.co/yH2b6HHngZ",.@POTUS makes remarks before departing to Ohio for first of three rallies ahead of #Midterms2018 https://t.co/TZ0MtA1mHl
730,The SoftBank-backed Indian startup is ending its practice of guaranteeing bookings as it seeks profitability https://t.co/Ldil2m0KZ3,American women must work an extra three months into 2020 to earn the same salary as men did in 2019. https://t.co/DL7gzKAVoz,"An infant who tested positive for the coronavirus has died in Chicago, the authorities said on Saturday. It's the first known death of a child younger than one year old with the virus in the U.S. https://t.co/6wv9MjeXV8 https://t.co/sXgvNWxAIC",".@POTUS departs Joint Base Andrews en route to Cleveland, Ohio. https://t.co/Wt61UVoNNa"
731,"Israel’s opposition leader splintered his party to pursue a unity government, creating a path for Prime Minister Netanyahu to extend his tenure https://t.co/XxOpMEkBKy","William Helmreich, a prominent sociologist perhaps best known for walking nearly every block of New York City, died Saturday morning of coronavirus, his family said. He was 74. https://t.co/0eEvlQLzuV",RT @mattbpurdy: It didn’t have to be this bad. How the Trump administration in the world’s richest nation with the best scientists failed t…,Trump administration officially restores Iran sanctions https://t.co/6ggMXwXD6S
732,"The Navy plans to test more than 5,000 sailors aboard the USS Theodore Roosevelt for the novel coronavirus after at least 23 sailors aboard tested positive https://t.co/eM8gjha9zo","The German city of Jena is requiring people to wear masks in shops, on public transport and in public buildings after a request from health services https://t.co/E7SrQecB0I","RT @JohnBranchNYT: My story, with a bit of a personal twist. 
“Rumbling through these times in a diesel-powered cocoon of glass and steel,…",".@KennedyNation on #Midterms2018: ""One thing the Democrats seem to be lacking is a vision."" #Outnumbered https://t.co/GcjopjEHbI"
733,"Pedro Costa’s drama follows a woman as she uncovers the truth about her recently deceased, long-estranged husband https://t.co/coI7hSvyZT",Italian cities and towns throughout the country will lower their flags and hold a minute's silence today to commemorate the victims of coronavirus https://t.co/BjqNM32ZCM,"RT @AliWatkins: For the last week I've had dozens of conversations with medics across the city. They've called, anguished, sometimes crying…","2018 midterm campaign projected to top $5B in spending, breaking records https://t.co/OlHddB2xND"
734,Kirin shareholders soundly defeated an effort by an investor to get the beer maker to sell its health-care holdings and buy back shares https://t.co/mF4TdrkLE0,"It had been their longtime dream to take a cruise.

Instead, one couple's holiday on a Holland America cruise ship has turned into a ""nightmare scenario."" https://t.co/DaHRHFAkyW","“I’m terrified,” said Phil Suarez, a New York City paramedic for 26 years who assisted in rescue efforts during the Sept. 11 terror attacks and later served in the Iraq war. “I honestly don’t know if I’m going to survive."" https://t.co/t90a5ycTJZ",.@AndrewGillum and @RepDeSantis battle in Florida gubernatorial race https://t.co/I1nocoqhgJ
735,"After the Covid-19 pandemic, we will stop taking the accessibility of modern travel so much for granted, writes Susan Orlean https://t.co/C7ZKhI0Sgf","According to Australian government statistics, 37% of confirmed Covid-19 cases are in those ages 20-39. In New Zealand, it's 40%. https://t.co/0Z7KgyAir1","President Trump on Saturday said he was considering a 2-week quarantine of New York, New Jersey and parts of Connecticut, but offered few details. Gov. Andrew Cuomo immediately called it unworkable, questioning whether it was even legally enforceable. https://t.co/wBbgeEFTTc","After 37 jellyfish stings, a rotting tongue and neck wound, swimmer circumnavigates Great Britain https://t.co/MQJUEKKS4o"
736,"From @WSJopinion: Higher ed, like the rest of America, will suffer from the coronavirus. It deserves some federal support. But don’t make it a blank check, argues David Randall. https://t.co/LciotwQAXE","Yuanfudao, an online education startup based in Beijing, has won a billion dollars in fresh funding as students around the world stay home https://t.co/4F7FrOrrMt","About 10% of the roughly 450 shelters in New York City’s main shelter system have now been affected by the coronavirus, officials said, and 70 people who live in the shelters have contracted the virus https://t.co/zDI0ROk250 https://t.co/sXgvNWxAIC",Dog pics go viral after she comforted herself in a way that is breaking people’s hearts https://t.co/wBn5doQWjz
737,Successful business leaders often have this quality in common: They are able to be flexible in an uncertain world. https://t.co/28yIodnjcW,"China is willing to work with the United States in the fight against coronavirus, the country's health minister Ma Xiaowei said during a phone conversation with US Secretary of Health and Human Services Alex Azar on Monday https://t.co/skWcTVHhiR","New York State will order all hospitals to allow partners in delivery rooms, despite the coronavirus risk. Some hospitals this week had banned support people because of the pandemic. https://t.co/t9ylRDs05I","Obama mocks controversies over Clinton emails, migrant caravan in fiery final midterm campaign swing https://t.co/zlJgN4stkD"
738,"With live sports suspended, the league is offering housebound soccer fans a videogame tournament and a virtual festival https://t.co/MzFCCJFiK4","There are at least 160,714 cases of coronavirus in the United States, including 3,004 deaths, according to CNN Health's tally. https://t.co/FKSB5HZCpa","Instacart employees plan a U.S.-wide strike on Monday. It's unclear how many might participate, but it comes at a time when the tech company hopes to more than double its customer base in the coming months as more Americans order groceries online. https://t.co/E5w2qjiNpw",".@BarackObama on #Midterms2018: ""Perhaps most importantly, the character of our country is on the ballot."" https://t.co/SqGE0N8gAa https://t.co/7uktCjlKD4"
739,"New York companies are responding to officials’ call for medical supplies but the homegrown effort faces several challenges, with some manufacturers already reporting a shortage of raw materials https://t.co/GGE385h1PV",At least 574 deaths from coronavirus in the US were reported Monday -- more than any other day -- and officials say the battle to defeat the virus will take cooperation from every American. https://t.co/Wii8FcZfa8,"RT @abbygoodnough: “Testing is the crack that split apart the rest of the response, when it should have tied everything together.” Our deep…","Mac Miller died from mix of fentanyl, cocaine and ethanol, coroner says https://t.co/pf0bPQSOPa"
740,Take an early look at the front page of The Wall Street Journal https://t.co/5xQPDOUKJQ https://t.co/LkbtJ4VO8p,"""I think I need to be socially distanced from my refrigerator.""

Stress eating these days? Here's some help https://t.co/89oRKRdmjT https://t.co/NyRxBQzhwb","Becoming a refugee means losing your home, your job, often your very identity. 5 people who fled Venezuela — a former model, a classical musician, a doctor and others — told us what they left behind, what they took with them, and what feels lost forever. https://t.co/VuI7liBxkR",".@POTUS: ""This election will decide whether we build on this extraordinary prosperity that we've created...or whether we let the radical Democrats take a giant wrecking ball to our economy and to our future."" https://t.co/5xSrzL1zpJ"
741,"The Trump administration is moving ahead with new restrictions aimed at cutting off Chinese telecom-equipment maker Huawei Technologies Co. from one of its main suppliers of advanced semiconductors, according to people familiar with the situation https://t.co/uDCyekuuQh","New York's Empire State Building was lit up like an ambulance siren on Monday night in tribute to medical workers fighting coronavirus.

The Empire State Realty Trust said the lights symbolized ""America’s heartbeat and a siren of red and white"". https://t.co/sK9NGk0fgE https://t.co/SuZa16b8EG","RT @JohnBranchNYT: “It was a great, great night. A beautiful night.” 
Then people died. 
“That virus ran through at least 10 people that ni…","Former President Barack Obama visits Tim Kaine's field office in Fairfax Station, Virginia.  https://t.co/saFtAInKkL"
742,Washington and Beijing are sniping at each other over the coronavirus crisis at a time when cooperation is needed to steady the global economy https://t.co/cBJhVbxjcY,Zach Branson's liver transplant was delayed due to the coronavirus pandemic. But Monday brought the good news that the surgery to save his life is back on.  https://t.co/eE4J2Y60mf,"“I’m quarantined, even though I’m moving around,” Darrell Woolsey said. “So I might as well keep working, as long as I can.”

He is one of the American truck drivers who are still on the move as the coronavirus has spread across the country. https://t.co/5a97uN2Gr8",NASA posts photo of crashed 'flying saucer from outer space' https://t.co/giE4zEo9ud
743,"“They may be back, but they’re not back to growth.” China's factories and businesses reopen to find no one wants what they're selling. https://t.co/66vJuZet3O","Tomie dePaola, a children's author and illustrator known for his book ""Strega Nona,"" died Monday. 

The 85-year-old author died from complications from surgery after he fell in his barn which served as a studio, according to his agent. https://t.co/UpSbp7EinG",Here’s a timeline of the U.S.’s slow start to the coronavirus testing https://t.co/lrmzSSijs0,"TONIGHT: President Donald Trump gives a powerful interview to @seanhannity. Tune in to ""Hannity"" on Fox News Channel at 9p ET. https://t.co/l7JgmJiCdf"
744,"Hulu’s show, set during the Iraq War, is a Middle Eastern western filled with ambiguity https://t.co/UiMzYdmszr","Eleven veterans who live at the Soldiers' Home in Holyoke, Massachusetts, have died and five of them tested positive for coronavirus.

Tests are still pending for five other veterans who passed away, and the status of the last one is unknown, officials say https://t.co/rTVjn9FiBC","Together, the challenges resulted in a lost month, when the U.S. squandered its best chance of containing the coronavirus’s spread. Instead, Americans were left largely blind to the scale of a looming public health catastrophe. https://t.co/xHMISGYOqa","John Sununu on #Midterms2018: ""I don't think it's going to be a Democratic wipeout."" @AmericaNewsroom https://t.co/38Nqzj2JHr"
745,"Bamboo, hemp and eucalyptus sheets are good for the planet, but what about sleeping in them? We test five sets. https://t.co/xHdOEdg99G","March 31 marks the end of Prince Harry and his wife Meghan's time as senior royals, and the start of their new life.

As the couple officially relinquishes their royal duties, here's what we can expect to see from their transition. https://t.co/twOGVv8jgx","Alex Azar, who led the HHS, oversaw the 2 other agencies and coordinated the government’s public health response to the pandemic. Even as he grew frustrated as public criticism over the testing issues intensified, he was unable to push the CDC or FDA to speed up or change course. https://t.co/0OjKTygmth",Mary Anne Marsh: #Midterms2018 -- Why Democrats have high hopes for Tuesday https://t.co/q0n8rwIljD
746,"Nothing can permanently kill off the performing arts, but performers and institutions are going through unprecedented hardships, writes Terry Teachout https://t.co/xlGGVKS0LD","Macy's is furloughing a majority of its 125,000 employees because of the ongoing coronavirus pandemic, which has sunk sales and forced it close to its stores. https://t.co/0eQW4TGIsl",Dr. Stephen Hahn is the commissioner of the FDA. He enforced regulations that paradoxically made it tougher for hospitals and laboratories to deploy diagnostic tests in an emergency. https://t.co/xXSkISaz25,Video of Officer Performing 'Don't Stop Believin' for Injured Man's Family Goes Viral https://t.co/jn8zNwEYln
747,Kentucky Rep. Thomas Massie suggested that he might object to allowing the coronavirus stimulus package to pass by voice vote. A voice vote doesn't require all House members to be present. https://t.co/reZNQWlAD8,"Idaho Gov. Brad Little signed two anti-transgender bills into law Monday -- one banning transgender girls from playing on girls' and women's sports teams, and another prohibiting transgender people from changing their gender on Idaho birth certificates. https://t.co/IqyGpMsnyU","Dr. Robert Redfield is the director of the CDC and trusted the agency’s veteran scientists to develop a test for the coronavirus. But when test flaws became apparent in mid-February, Dr. Redfield promised a quick fix, though it took weeks to settle on a solution. https://t.co/WP5NcIxxIc",.@FLGovScott and @SenBillNelson in close Florida Senate race #Midterms2018 https://t.co/n5sKLRhXBq https://t.co/PyQ0CKByC4
748,"From @WSJopinion: The Democratic Party asserts that its highest priority right now is to defeat Trump. The party’s treatment of pro-life voters belies that claim, writes @RepLipinski. https://t.co/6eQDrbwmJ1","Powell's Books, the legendary Oregon-based bookstore, announced it has rehired more than 100 of its workers amid the flood of online orders it has received since closing its stores because of the coronavirus pandemic https://t.co/dIusJ5BKeK","3 agencies in the U.S. responsible for detecting and combating threats like the coronavirus failed to prepare quickly enough. Even as scientists looked at China and sounded alarms, none of the agencies’ directors conveyed the urgency required to spur a no-holds-barred defense.","State of #Midterms2018: Sinema, McSally trade lead in final charge to Election Day https://t.co/rgNoSAQ6Zc"
749,This profile of the pioneering high-end restaurant and hotel gives viewers a full-flavored taste of its recipe for success https://t.co/CCgEWnfR9G,Transparent solar cells mean every window in your house could ultimately generate energy https://t.co/gssqHDVJdU,"In the U.S., between late January and early March, large-scale testing of people who might have had the coronavirus did not happen because of technical flaws, regulatory hurdles, business-as-usual bureaucracies and lack of leadership at multiple levels https://t.co/kIyQslctw1","Rugby player who swallowed garden slug as dare has died, 8 years after health nightmare began https://t.co/XQ1TRBUl8M"
750,The cancellation of March Madness is delivering a costly blow to college sports https://t.co/Y1UhOFVuA8,"A statistical model cited by the White House says around 82,000 people in the US could die from coronavirus by August, even with social distancing https://t.co/sdSKuwdMf3","In Opinion

Maureen Dowd writes, “To the surprise of many who did not associate the name ‘Andrew Cuomo’ with the word ‘empathy,’ the governor has become a sort of national shrink, talking us through our fear, our loss and our growing stir-craziness.” https://t.co/J7zQRGTxHG",U.S. troops fortify the southern border as migrant caravan presses north https://t.co/cx9T7PrZGi
751,"With bars and restaurants unable to serve customers in person, establishments are countering the financial strain by making cocktails for delivery https://t.co/VjeCXV1yXC","Maximilian Jo's parents are on board the Zaandam cruise ship, where eight people have tested positive for the novel coronavirus and about 200 people have influenza-like symptoms. He says it's ""truly a nightmare scenario."" https://t.co/hoQplDvHox","RT @caityweaver: Since we have to be inside all day, I urge you to undergo the trippy experience of restless, guest-less QVC. https://t.co/…",".@PressSec: ""I think the biggest surprise is that they would actually try to tout the eight years that they had as success.""

President @realDonaldTrump, former President @BarackObama spar in dueling rallies over the weekend #Midterms2018 https://t.co/SqGE0N8gAa https://t.co/PVUc2KnYXr"
752,"With millions of Americans now working from home, the formalities of the office have slipped a little. Here's how to fix that. https://t.co/4LZOIdHzyD","Two weeks after San Francisco issued the country's first shelter-in-place order for residents to prevent spread of the novel coronavirus, hospital emergency rooms throughout the region appear to be seeing the early effects. https://t.co/t0J4aVIZVn","The Danish government plans to cover 75 to 90% of workers’ wages to prevent mass unemployment during the coronavirus crisis. 
In the U.S., where such an approach seems unthinkable, nearly 3.3 million people filed for unemployment benefits last week. https://t.co/HNtaPOK3AG",TUNE IN: @VP Mike Pence speaks out about the midterms on ‘The Story with @MarthaMacCallum’ tonight at 7p ET on Fox News Channel. https://t.co/gWDp3AnYLf
753,"For nursing homes, the new coronavirus is a double-whammy, hitting not just vulnerable elderly residents, but already-stretched staffs, putting heavy pressure on their operations https://t.co/RsDVSJs2JR","It's no exaggeration to say Trump faces the most critical month of his presidency yet -- but there are signs that he does not fully understand the stakes, nor is willing to relegate his own interests in favor of the common good | Analysis by @stcollinson https://t.co/p7wUn9fnh9","RT @shearm: From our story on ""The Lost Month"" -- Large-scale testing of people who might have been infected did not happen — because of te…","Man-eating tiger crushed by tractor, second killer cat lured to death with Calvin Klein cologne in India https://t.co/sq9ENTIimn"
754,This documentary tells the story of a Catskills sleepaway camp that helped inspire a grass-roots movement https://t.co/r2N4Iren9t,"William Helmreich, a prominent sociologist perhaps best known for walking nearly every block of New York City, died Saturday morning of coronavirus, his family said. He was 74. https://t.co/TlwFsdA6cz","Dr. Fauci, an immunologist who has led the National Institute of Allergy and Infectious Diseases since 1984, has advised every president since Ronald Reagan and encouraged action against the AIDS epidemic in the 1980s https://t.co/TvrYrA0iD4",".@TomBevanRCP on #Midterms2018: ""The intensity level is off the charts."" @AmericaNewsroom https://t.co/4PZ92kOSRI"
755,Some measures of support for the president are hitting or tying all-time highs https://t.co/heQ7OAExqS,"Tomie dePaola, a children's author and illustrator known for his book ""Strega Nona,"" has died at the age of 85. https://t.co/GCVWtCNRMP",The campaign against Dr. Fauci stands out because he is one of the world’s leading infectious disease experts and a member of President Trump’s virus task force https://t.co/TvrYrA0iD4 https://t.co/y63yzfAAhk,".@Troy_Balderson: ""The Republicans want what's best for America, and part of that is having jobs, having the economic growth that we're having here in this country right now."" #Midterms2018 @AmericaNewsroom https://t.co/nNdJJllxBh"
756,"Strapped for cash to pay landlords and banks, small businesses are looking to the part of the $2 trillion stimulus proposal specifically aimed at them https://t.co/mXQYiPvRvg","Plastic products made with polyurethane, a synthetic chemical compound, typically end up buried in a landfill. Now scientists discovered a strain of bacteria, the first of its kind, that can degrade the harmful compounds in polyurethane products. https://t.co/wQAyDk148V",The torrent of falsehoods aimed at discrediting Dr. Anthony Fauci is another example of how some far-right supporters of President Trump regularly vilify those whom they see as opposing him https://t.co/q8WeHFWBhy,'Why Can't We Just Be Funny Again?': GOP Candidate Crenshaw on 'SNL' Mocking His Wartime Injury https://t.co/gIadeSPWI9
