,Wall Street Journal,CNN,New York Times,Fox
730,South Korean officials say that more than half of all its coronavirus cases are linked to a mysterious church in Daegu. Here’s how the church’s secretive practices may have jeopardized containment efforts. #WSJWhatsNow https://t.co/tIsZTCnMg8 https://t.co/Gg0u7KWqXu,"Warren supporters mourn that "" the woman who's widely seen as the most qualified and exceptional person in the race has exited it,"" and the Democratic field ""has boiled down, once again, to two old, heterosexual white men,"" writes Jeff Yang, @CNNOpinion https://t.co/GrrMYJMNz5","Polls have now closed in Colorado, Minnesota and Texas. Follow live results from all of the Super Tuesday states here. https://t.co/uz6bsESs0f",TONIGHT: @BretBaier and @marthamaccallum provide analysis on the midterm elections and @stevehiltonx takes on the issues with a live audience. The special coverage starts at 8p ET on Fox News Channel! https://t.co/9KeUO2JEDk
731,"With coronavirus infections rising, Iran mobilizes 300,000 teams and deploys drones and water cannon to slow the spread of the disease https://t.co/y8QV2RyjG0","""Sanders will almost certainly continue on even if he loses Michigan next Tuesday. But his realistic chances of being the nominee will have taken a major hit,"" writes @CillizzaCNN https://t.co/ex6VbPQbXu","With 97% of precincts reporting, these are the latest results from Virginia's Democratic presidential primary. Joe Biden has been declared the winner.

Follow more live results from Super Tuesday. https://t.co/E1BmBV2Pg1 https://t.co/S336dn7WuJ",GOP's narrow path to deny Pelosi gavel could run through key districts offering shot to flip seats https://t.co/pWW4xBlkkc
732,The streaming service is among companies working on apps with young users in mind. “It's an underappreciated area.” https://t.co/Kv4rMRUjea,"Nida Allam made history on Tuesday night when she became the first Muslim American woman to be elected to office in North Carolina, her campaign says https://t.co/ETJ8oQILyS","Mike Bloomberg won American Samoa, his first win of Super Tuesday. It awards 6 delegates in all, and Tulsi Gabbard is currently in 2nd. https://t.co/KqKj8Z4nKt https://t.co/eZJHWt4SyE",President @realDonaldTrump to campaign in Missouri Monday; second visit to the state in five days https://t.co/MRLHRbIOqt
733,"European governments are divided in their response to the coronavirus, as they seek to balance protecting public health with economic disruption. https://t.co/rCRcqpdTmQ","""Elizabeth Warren spoke for millions of women on Thursday when asked what role gender played in her presidential campaign,"" writes @MaeveReston.

Speaking to cameras as she bowed out of the race, Warren said, ""You know, that is the trap question for women"" https://t.co/hLoTgwiD1W",Polls have now closed in Arkansas. Follow live results from all of the Super Tuesday states here. https://t.co/6v58odlALZ,"Almost 60,000 migrants deemed dead or missing on dangerous journeys since 2014, study finds https://t.co/url6sgup8b"
734,The Supreme Court heard arguments in separate cases testing the government’s power to rapidly deport asylum seekers without court review https://t.co/6bZg5WxYRe,"What questions do you have about coronavirus? Reply with them here and join @AndersonCooper &amp; @DrSanjayGupta global #CNNTownHall, Coronavirus - Facts and Fears, tonight at 10 p.m. ET/PT https://t.co/Os6zbZtJQ6","Breaking News: Joe Biden won Alabama, his 3rd win of the night. Follow more live results from Super Tuesday. https://t.co/FNZoUWK1HK https://t.co/Nza8FaHpDd","In the small town of Veracruz, Mexico, at a gas station and truck stop, two nuns began stopping big rigs Sunday to fill the trailers with waiting migrants from the caravan. https://t.co/hHbMIvFkVE https://t.co/4YLxRYx6ML"
735,"Two individuals from a private Rhode Island high school who went on a school trip to Europe in mid-February tested positive for the novel coronavirus, the state health department said https://t.co/NT1hdIjrIX","HBO is developing a ""Last of Us"" TV series based on one of the most critically acclaimed video games of all time https://t.co/lRtpP1N8gG","Polls have now closed in Alabama, Maine, Massachusetts, Oklahoma and parts of Texas. Follow live results from all of the Super Tuesday states here.  https://t.co/VRSOlHyCR5","DHS @SecNielsen: #Midterms2018 will be ‘most secure election in the modern era,’ but US will respond if attacked https://t.co/jLigyy852d https://t.co/OgGRM6rtgf"
736,"A new book argues that loneliness is both pervasive and destructive. The author offers up some solutions: volunteering and saying ""hello"" to strangers. https://t.co/pP3BR59bzk",RT @AC360: On President Trump seeking to minimize concerns over the coronavirus with messaging that goes directly against the advice of his…,Voting was extended in one North Carolina precinct until 8 p.m. Eastern because of a ballot shortage. Joe Biden was declared the winner in North Carolina shortly after other polls closed at 7:30 p.m. https://t.co/nNezPti0WH,Balance of power breakdown #Midterms2018 https://t.co/ikUEag4xXx
737,"The coronavirus epidemic is exacerbating a meat glut in the U.S., as cold-storage facilities fill to capacity with pork, chicken and beef intended for export https://t.co/cPiCUjblkf","""In a moment where we have a public health crisis... getting trustworthy, reliable, information from the President is important,"" @RepCicilline says on President Trump's inaccurate coronavirus claims. https://t.co/hQ2esKjMvy https://t.co/ev8tBKSr4h","Breaking News: Joe Biden clinched North Carolina, earning a 2nd win early in the night. The state awards the 3rd most delegates on Super Tuesday. https://t.co/nUhPIt0rsH https://t.co/HO3fT3q9jd",President @realDonaldTrump stumps for Republican candidates in Georgia and Tennessee https://t.co/XzjQr59QzW
738,"RT @Ryan_Knutson: Today on #TheJournal, @JessBravin's fascinating, inside story of how Rod Blagojevich (and the 'mystery man' who helped hi…",National Nurses United says 80 of its members nationwide are currently self-quarantined due to the novel coronavirus https://t.co/yd3bXZ6rxx,Polls have now closed in North Carolina. Follow live results as they're reported from there and all of the Super Tuesday states here. https://t.co/MHHHyE8pdB,"Dear Melania, it's been two years since your husband was elected -- An open letter to our first lady https://t.co/f5YKVplYOV"
739,"The White House withdrew the nomination of Elaine McCusker to be the Pentagon’s comptroller after she clashed with the White House over the 2019 suspension of military aid to Ukraine, administration and congressional officials said https://t.co/CJs93Z0UDt",Israel and the Palestinian Authority imposed a closure on Bethlehem and surrounding towns and villages Thursday evening following the discovery of seven cases of coronavirus. https://t.co/Krq5SIgyDb,"As we wait for more polls to close in Super Tuesday states, here's a reminder of what's at stake in the Democratic presidential primary tonight https://t.co/Y6FUzh3OHV","Running in chinos, one man decided to participate in the New York City marathon on Sunday fully dressed as Forrest Gump. https://t.co/M8QxCIrr6o"
740,"""You’re talking about adjusting some knobs."" Tim Cook is sticking with Apple's China strategy, despite getting walloped by coronavirus. https://t.co/qxtOmaOWJU",Gov. Larry Hogan told reporters there are three cases of coronavirus in Maryland after the state lab tested the patients' samples. There are 19 states that have had positive or presumptive positive tests. https://t.co/riwbNidghK,Our reporters are providing real-time updates for Super Tuesday. Here's the latest from @melbournecoal and @Nate_Cohn. https://t.co/N6eKeA2AnZ https://t.co/c9hZL4ZdFJ,"While campaigning for Democrats in Gary, Indiana on Sunday, former President @BarackObama spoke about #Midterms2018, expressing that ""the character of our country is on the ballot.” https://t.co/SqGE0MQFbA https://t.co/IB0jT0goNh"
741,"Joe Biden’s revival gives Democratic voters the clearest version yet of the choice that has always been laid before them in 2020: Do they want somebody who promises to fight, or somebody who promises to unite? https://t.co/31vjnmhjgL","Colorado officials announced two presumptive positive cases of coronavirus, the state’s first cases https://t.co/gcHczdtnZS","Breaking News: Joe Biden won Virginia and Bernie Sanders won Vermont. Join us for results from 12 more Super Tuesday states, along with our live forecast needle. https://t.co/QtyJdtogWW","MONDAY: President Donald Trump gives a powerful interview to @seanhannity. Tune in to ""Hannity"" on Fox News Channel at 9p ET. https://t.co/eY9jTFH0rR"
742,Heard on the Street: The last time most people saw a chart as cliff-shaped as China’s February purchasing managers index was probably during the global financial crisis. https://t.co/39eiGwQh0H,"JPMorgan Chase chief executive Jamie Dimon is recovering after undergoing emergency heart surgery, the company's co-COOs Gordon Smith and Daniel Pinto said in a letter to employees, shareholders and clients https://t.co/CriZ9VOkgk","Polls have now closed in Vermont, Virginia and parts of Alabama. We'll have live results from the Democratic presidential primaries as they're reported here. https://t.co/QrPPhepUYa",Former President @BarackObama campaigns for Illinois Democrats in Chicago.  https://t.co/2B1IDzYfqP
743,A change to allow Colorado's independent voters to participate in either party's primary has created less certainty over what will happen in the Democratic race in the state on Super Tuesday https://t.co/zQ3Cx9S8md,"Bill Clinton reflects emotionally in a new documentary about his 1990s affair with Monica Lewinsky, saying that he feels ""terrible"" the affair has defined the former White House intern's life https://t.co/Hvhd2kLz5z","Breaking News: Iran appears to have stockpiled enough uranium for one nuclear weapon, but is far from making one. The move is meant to pressure the U.S. and Europe.
https://t.co/A1pKU6ADa3","Central American migrants pack into the back of a trailer truck as they begin their morning trek as part of a thousands-strong caravan hoping to reach the U.S. border, in Isla, Veracruz state, Mexico on Sunday. https://t.co/lr7a81nnEC"
744,"Breaking: Pete Buttigieg will endorse Joe Biden tonight in Texas, according to a person with knowledge of his plans https://t.co/6oZST2vkn9","The video game adaptations of ""Sonic the Hedgehog"" and Netflix's ""The Witcher"" have enjoyed huge success in recent months. Now ""The Last of Us,"" one of the most critically acclaimed video games of all time, is getting the Hollywood treatment from HBO. https://t.co/L1LJr1aFYu","The day after Joe Biden won the South Carolina primary, his spending on Facebook exploded: He poured more than $246,000 into the platform — the single biggest day of spending of his entire campaign https://t.co/2N1ppK49wL","Culberson, Fletcher battle for Texas' 7th congressional district https://t.co/LztOAWYafz"
745,"From @WSJopinion: Trump has been an even worse president than I expected, but I’d vote for him if faced with Sanders, writes James Huffman https://t.co/QeKV0Fu6CA","Elizabeth Warren is out of the presidential race, but her role in shaping its outcome is far from over. With just a few days now until another round of crucial primaries, she has reclaimed the spotlight as Bernie Sanders and Joe Biden vie for her support. https://t.co/POdZZ01tyg","The first Super Tuesday polls are set to close at 7 p.m. Eastern.

Find live results as we get them and updates from our journalists here. https://t.co/bqCmcCTJeX

And follow along with the needle, our best forecast of who’s on track to win each state. https://t.co/8zPgbjFi1z","Almost 60,000 migrants deemed dead or missing on dangerous journeys since 2014, study finds https://t.co/2QFudjHX5Q"
746,"Waymo has raised $2.25 billion to fuel its driverless-car enterprise, the first time it has taken outside money since Google began to develop the technology more than 11 years ago https://t.co/2UFu2siKfX",Watch daredevil Nik Wallenda walk on a high wire over a volcano in Nicaragua https://t.co/4eL2monOTZ https://t.co/rY0wttHwsO,"“I’ve never felt this unconvinced."" As Democrats headed to the polls for Super Tuesday, some weren’t sure they had chosen correctly — even after they voted. https://t.co/rzGQnhQr8W","Drunk man at Breeder's Cup tried to ride horse onto Churchill Downs track, cops say https://t.co/jSyAZjz60D"
747,The organization that hands out the Grammys said it fired its chief executive more than six weeks after placing her on administrative leave amid conflicting allegations of harassment https://t.co/IE9yvAc58Q,"RT @OutFrontCNN: It's time to bid adieu to the beer-swigging, train-chasing, plan-making Elizabeth Warren.

After months spent promising to…","President Trump’s re-election campaign sued The Washington Post for libel on Tuesday, citing 2 opinion articles from 2019 that linked Trump to Russian election interference. His campaign has filed a similar lawsuit against The New York Times.
https://t.co/ymoeeanRAe",GOP's narrow path to deny Pelosi gavel could run through key districts offering shot to flip seats https://t.co/jDCSP8ffkm
748,"The Dow Jones Industrial Average rose about 1,300 points, or roughly 5%, ending a seven-session losing streak https://t.co/kE3uJ8u9bg","Vice President Mike Pence greeted Washington state Gov. Jay Inslee and other officials with an ""elbow bump"" as he landed in the state to learn about the spread of the coronavirus https://t.co/EuUeY5pvVD",Officials have vowed to disinfect equipment in New York City's subway — from train cars to MetroCard machines — every 72 hours. Here's advice on how to minimize your risk while commuting. https://t.co/Rig1KKw6Nq,"Voters gathered Sunday to hear speeches during an early voting campaign event for Democrats in Cincinnati, OH. https://t.co/1kcVbzxZch"
749,Thinking about buying stocks now because they seem cheaper? @jdlahart explains why you might need to think twice. #WSJWhatsNow https://t.co/lkY9Tpc56y https://t.co/P0IqwhASyc,"Our correspondents in France, Italy, Mexico, the Middle East and China show how authorities are responding to concerns about the spread of coronavirus and what it’s like where they are. Watch ""Go There"" on Facebook: https://t.co/ng0bvRiQ1e","In Opinion

KJ Dell’Antonia writes about being held in a Chinese quarantine facility for 10 days after being exposed to swine flu in 2009. 
https://t.co/If0gWNTiDQ",California's Harris and Newsom - once rivals - hit the campaign trail together to stump for Dems https://t.co/9li62FN2Bu
750,The moderate wing of the Democratic Party is consolidating around former Vice President Joe Biden ahead of Super Tuesday https://t.co/mvRi5DLQfv,"What questions do you have about coronavirus? Reply with them here, and we’ll pose some to our experts during a #CNNTownHall tonight hosted by @AndersonCooper and @DrSanjayGupta. https://t.co/G6nOi7Z4xY https://t.co/5JtKgreJZ3",Find live results and updates from our reporters on the campaign trail before polls start to close on the East Coast at 7 p.m. Eastern here https://t.co/6GUZchM9g7,".@HotlineJosh: ""Voters aren't voting on their pocketbooks like they've done in the past. They're voting on a lot of cultural and values related issues."" #Midterms2018 https://t.co/1oF3l9z4hZ"
751,The role of the administrative assistant is changing. What to know if you’re an assistant or you’re looking for work as one. @RachelFeintzeig explains  #WSJWhatsNow https://t.co/HSN4gsKuLu https://t.co/11G4G5gFDq,"A strict ban on the consumption and farming of wild animals is being rolled out across China in the wake of the coronavirus outbreak, which is believed to have started at a wildlife market in Wuhan https://t.co/5fNnfgC7Re","Our reporters are spread out across the country covering the latest from Super Tuesday. Find them all, and follow along, here. https://t.co/uC3Hocgo7y",October Jobs Report https://t.co/NHoCeBRtor
752,Exit polls suggest that neither Israeli Prime Minister Benjamin Netanyahu nor former military chief Benny Gantz would emerge as a clear winner in national elections https://t.co/m981pCcnNF,"Replacing just five grams of margarine, butter or mayonnaise with the same amount of olive oil is associated with up to a 7% lower risk of coronary artery disease, according to a new study https://t.co/5AXMJu3duj","Ultimately, the allocation of the 1,357 delegates at stake is what really matters on Tuesday. But candidates will have to reach 15% in a particular state or district to win any delegates. 

Here's what to know about the so-called ""15% Rule."" https://t.co/yZSJGwkv2s","President @realDonaldTrump rallies for GOP candidates in Georgia, Tennessee ahead of #Midterms2018 https://t.co/UTscgDYMoa"
753,The U.S. indicted and sanctiond two Chinese nationals accused of helping North Korean hackers launder around $100 million in stolen virtual currency https://t.co/JvQ72C67jc,"""The mixed messages, the chaotic back and forth, the 'you're going to be fine, you're not going to be fine'... is creating real confusion,"" Sen. Patty Murray says about the Trump administration's messaging on coronavirus response. https://t.co/wDASstttRT https://t.co/XGeYbRUZGl","Super Tuesday will tell us whether Mike Bloomberg's unprecedented campaign spending will pay off. He vastly outspent his rivals on the airwaves in these key races this year.

Here's a closer look at the extraordinary scale of his ad spending, in 6 charts. https://t.co/OKaIBuGXkd https://t.co/J0lE4CMdxw","TODAY: #TheFive is live in Fox Square and discussing the nation's biggest topics as the midterms approach. Don’t miss '@thefive Special,' at 5p ET on Fox News Channel! https://t.co/kk4a6L0An3"
754,"The White House is poised to name the first African-American military service chief to lead the Air Force, a decision expected in coming weeks, according to officials and people familiar with the nomination https://t.co/RUURX4x8re","RT @OutFrontCNN: ""There are dozens of other women who have come forward about the same doctor... we all know this doctor should not be anyw…","It's also a crucial test for Elizabeth Warren. With Amy Klobuchar and Pete Buttigieg ending their campaigns, she's the only candidate besides Bernie Sanders and Joe Biden remaining who has won delegates so far.

Here's where the delegate count stands now.  https://t.co/O0jf9cnS9U https://t.co/Ml1QQhBo2C","Members of a U.S Army engineering brigade place Concertina wire around an encampment for troops, Department of Defense and U.S. Customs and Border Protection near the U.S.-Mexico International bridge on Sunday in Donna, Texas. https://t.co/JWU9S9J7VO"
755,"Breaking: Four new deaths linked to the coronavirus were reported in Washington state. Three were patients at the same nursing facility, officials say. https://t.co/EA1vyDCaf6","A shy young royal turns into the playboy prince. Get to know Prince Charles, the heartthrob on #TheWindsorsCNN, Sunday at 10 p.m. ET/PT https://t.co/vKpJcuI1Up","With so many states voting, the vast diversity of the U.S. will be on full display after contests earlier this year — in Iowa and New Hampshire — where the voting population was whiter than the rest of the country https://t.co/O0jf9cnS9U https://t.co/enEeIAuqKc",".@POTUS: ""There is electricity in the air like I haven't seen since the '16 big victory that we all had together."" #Midterms2018 https://t.co/VqHHZAZzY4"
756,"For the first time in Tom Brady's career, he's set to be a free agent. And he's just the start of an NFL off-season that could be nuttier than ever. https://t.co/L7lpbT2Pv3","You might not see it, but it sees you. Here's how facial recognition technology went from bad TV to Big Brother. https://t.co/SpVm8F7eYW https://t.co/kaI0UYvtfM",About one-third of all delegates — which will help decide the Democratic presidential nominee — are up for grabs across the 14 states voting today. Here's how many delegates are at stake in each contest. https://t.co/O0jf9cFtyu https://t.co/eB93eZGExh,".@POTUS: ""This is one of the most important elections of our lifetime."" #Midterms2018 https://t.co/Z9Dm0M89Jb"
757,Bond-investing company Western Asset Management is calling a top on the red-hot market for Treasury bonds and buying corporate debt instead https://t.co/VV358nveFO,"Coronavirus concerns have sparked a dramatic decline in air travel this week, dealing the aviation industry what one executive called a ""gut punch."" The industry is considering canceling more flights and is reassessing things like cleaning procedures. https://t.co/7AjDfmas3J","Polls will start to close at 7 p.m. Eastern for #SuperTuesday — perhaps the most important day on the U.S. presidential primary calendar. 

Here's what's at stake. https://t.co/d4lVjUZmFL https://t.co/hho4qj8bW4",".@POTUS: ""In just two days, the people of Georgia are going to elect @BrianKempGA as your next governor to protect your jobs, defend your borders, fight for your values and continue to make America great again."" #Midterms2018 https://t.co/hon8WElDTl"
758,#WSJWhatsNow: More U.S. companies are warning that the coronavirus epidemic could hurt their profits. @karen_langley explains. https://t.co/gGOtZ3ITHa https://t.co/SyCwu9qP3Z,Animal cruelty authorities are investigating after a video was posted online of a carriage horse in New York collapsing in Central Park https://t.co/7PuYc1vLal,"""I thought, I can be part of something that can cure or arrest this illness,"" one man who took part in a drug study for Alzheimer's said. When the study was suddenly shut down, he was left ""just devastated.""
https://t.co/d13VZ20CS8","President @realDonaldTrump hosts a Make America Great Again rally in Macon, Georgia. https://t.co/KlJzYAfuwE"
759,"Xerox has launched an effort to acquire all of HP’s shares outstanding, even as HP tries to block a takeover https://t.co/wINJ3ICOaD",Bodycam video shows police officers in Georgia picking up a mother on a cold night and then helping her celebrate her daughter's first birthday. https://t.co/Jv8kn1ufT8 https://t.co/g9hceuRLd0,"Coronavirus map: Tracking the spread of the outbreak
https://t.co/af1ILhbqUe","A supporter of Beto O'Rourke holds up a sign during a rally at the Pan American Neighborhood Park in Austin, TX, on Sunday. https://t.co/HPXbag9oyZ"
760,Have a question about Super Tuesday? Join a live Q&amp;A with Executive Washington Editor @GeraldFSeib and Senior Video Reporter @shelbyholliday starting tomorrow at noon ET. WSJ subscribers can submit their questions now. https://t.co/wBlsViSvpt,"Walking, gardening, swimming, dancing and other leisurely activities may prevent brain shrinkage in older adults, a new study finds https://t.co/HTXBg1sBgp","As the world wrestles with the spread of the coronavirus, the epidemic in Iran is a lesson in what happens when a secretive state with limited resources tries to play down an outbreak, and then finds it very difficult to contain.
https://t.co/nAZptlnzRd",.@jeffmason1: “In a way this midterm election has...felt very much like a presidential election.” #Midterms2018 https://t.co/GrjlfWdgro https://t.co/HkICelI5sD
761,"Breaking: Sen. Amy Klobuchar is ending her presidential campaign and will endorse former Vice President Joe Biden, according to a campaign aide https://t.co/qC5ZHIYexx",“This is becoming an embarrassment for the United States of America”: New York Mayor Bill de Blasio reacts to Vice President Pence stating that there aren’t enough coronavirus testing kits to meet anticipated demand. https://t.co/pG5RrxfFO1 https://t.co/kC5G92sBSL,"RT @nytclimate: February “was not just merely a below average month,” said Daniel Swain, a UCLA climate researcher. “It was, in a lot of pl…","Twitter removed over 10,000 bots that pretended to be Democrats, report says https://t.co/YaKaESzroV"
762,"Apple bet big on China as a manufacturing hub. After coronavirus, tariffs and slumping iPhone sales, it's facing a reckoning. https://t.co/XBid9VJw2I","Tito's is telling customers not to use their vodka to make DIY hand sanitizer for countering the spread of coronavirus: ""Tito's Handmade Vodka is 40% alcohol, and therefore does not meet the current recommendation of the CDC."" https://t.co/8ghNZ6yWPH","In Miami on Tuesday, Mike Bloomberg had to be corrected by a reporter who reminded him that Elizabeth Warren, and not just Bernie Sanders and Joe Biden, was still in the race.

""I didn't realize she's still in,"" Bloomberg replied. ""Is she?""
https://t.co/Wtne1Wsu5E","President @realDonaldTrump arrives in Macon, Georgia to host a Make America Great Again rally.  https://t.co/77WpoDZRP2"
763,The U.S. orders China’s state media companies to reduce Chinese personnel in the U.S. to retaliate for restrictions on American news outlets by Beijing https://t.co/JYEvvsq1Jp,"Dubai's billionaire ruler Sheikh Mohammed Bin Rashid Al-Maktoum conducted a sustained campaign of fear, intimidation and harassment of his ex-wife, Princess Haya Bint Al-Hussain, a court in London has found https://t.co/3dhLC2brlK","A college recruiter from Oklahoma Christian University is no longer working for the school after he told a group of high school students to line up organized by their skin color and hair texture, officials said
https://t.co/FoVveJALTi","Don't miss special #Midterms2018 election coverage anchored by @BretBaier and @MarthaMacallum, Tuesday starting at 6p ET on Fox News Channel! https://t.co/lrpYrGknqU https://t.co/byISDNeZvY"
764,"On election day, “a lot of voters that are not paying attention” will discover their mail-in ballots have no presidential candidates, one analyst says https://t.co/U8Pi3CcZjH","Costco says sales in February were up 12.4% from a year ago. The company attributed around 3% of that to ""an uptick in consumer demand"" from concerns over coronavirus. https://t.co/jAIVBCiY8q","Breaking News: U.S. stocks and bond yields tumbled on Tuesday, suggesting investors think the Federal Reserve's interest-rate cut won't contain the economic impact of the coronavirus https://t.co/umKrGQ4VKJ",.@mattsgorman: “We can’t go back to the days of Speaker @NancyPelosi and economic stagnation.” #Midterms2018 https://t.co/iSPHQowenr https://t.co/7WFjCghNCH
765,"Orin Kramer, an influential Democratic fundraiser and hedge-fund founder who spent the past year helping Pete Buttigieg, is throwing his weight behind former Vice President Joe Biden https://t.co/ggcwPxuDHF",Housing and Urban Development Secretary Ben Carson got into a testy exchange with a Democratic lawmaker who pressed him on the department's position on access to homeless shelters for transgender people https://t.co/5dezcG5ae7,The confusion over coronavirus tests typified the struggle by the Trump administration to project confidence and progress without misleading the public about the virus’s spread https://t.co/FnrjBg1TVh,".@BarackObama: “In the closing weeks of this election, we’ve seen repeated attempts to divide us with rhetoric, to try to turn us on one another.” #Midterms2018 https://t.co/GrjlfWdgro https://t.co/O6JjbetWRc"
766,The busiest time of the American sports calendar is coming—if the coronavirus doesn’t come first https://t.co/FTcXE36Rty,"Lyft said it is encouraging staffers at its San Francisco headquarters to work from home for the rest of this week “out of an abundance of caution"" https://t.co/ANzzK0hriS","Richard Carranza, the leader of New York City’s schools, has drawn ire from prominent white conservatives across the U.S. over his focus on racial inequality. But some of his strongest critics are Asian-American parents in New York City.
https://t.co/zwaA2QgUey",".@BarackObama: “Perhaps most importantly, the character of our country is on the ballot.” #Midterms2018 https://t.co/GrjlfWdgro https://t.co/MwIoae9yTq"
767,"The past three years have seen stocks stutter at times, but the general trajectory has been positive. Now coronavirus fears have jolted investors, with the S&amp;P 500 notching its biggest weekly decline since the financial crisis. https://t.co/eNcQ9dzccH https://t.co/CF1fL6pQCH","What must you know about #coronavirus? Join @AndersonCooper &amp; @DrSanjayGupta for a CNN global town hall. Coronavirus - Facts and Fears, tonight at 10 p.m. ET/PT https://t.co/1fbSLVoI7H","Mike Bloomberg's $410 million campaign strategy — a bet that blanketing the U.S. with one TV ad per every 15 seconds will build a base of support — faces its biggest test today, Super Tuesday. Here's our look at how he has dominated the airwaves so far. https://t.co/fOUJ1GAvAq","Former President @BarackObama campaigns for Democrats in Gary, Indiana. https://t.co/dLl3XegErW"
768,Musician Imogen Heap fills us in on how she relaxes after a long day #WSJWhatsNow https://t.co/gYOHy0a4e6 https://t.co/O8NpfJ67la,"VP Mike Pence, who is leading the Trump administration's coronavirus response, acknowledged there was a shortfall in testing kits: ""We don't have enough tests today to meet what we anticipate will be the demand going forward"" https://t.co/J3TslQOU9K","The coronavirus outbreak has hobbled Chinese factories that supply India’s vast drug industry with ingredients for antibiotics and vitamins, raising the prospect of global shortages of essential drugs https://t.co/BxrWNM9OOe","A line forms for early voting at the Hamilton County Board of Elections in Cincinnati, OH on Sunday. https://t.co/czpItI8esR"
769,Public health officials say a U.S. outbreak is inevitable. What precautions should you take? https://t.co/jW5ET9VqmI,"Starbucks is expecting significantly lower sales in its Chinese stores in the second quarter because of coronavirus. Now, it estimates a 50% decline, and a hit of between $400 million to $430 million to its revenue in China vs. earlier expectations. https://t.co/bv4Z07uBTH",Here are some tips for cleaning your area of a plane and keeping healthy on a flight https://t.co/3tKkH0UCDc,Voter turnout in Mississippi could impact control of the Senate https://t.co/xvWCz65Njg
770,"After losing a difficult battle in Sacramento last year over a law that could classify their drivers as full-time employees, Lyft and Uber are signaling they are ready to spend big against California legislators who opposed them https://t.co/hP7AZRyo5d","A federal judge criticized Attorney General William Barr for his handling of the Mueller report when it was released last spring, saying Barr's early description of the report didn't match the special counsel's actual conclusions https://t.co/XkwTuqQXTy","President Trump said he'd visit the Nashville area on Friday. At least 22 people have died there after a powerful storm, schools are closed, and tens of thousands of people have lost power.
https://t.co/31G4xYbVap","Paraplegic athlete drags himself through terminal, claims airport ‘humiliated’ him after airline forgets wheelchair https://t.co/zRTWnEza3n"
771,"In a conversation with @WSJMag, Sarah Jessica Parker and Matthew Broderick reflect on theater, marriage and gratitude https://t.co/vWaXhVtasa","Elizabeth Warren ends her campaign, cementing a Joe-Biden-versus-Bernie-Sanders showdown. But the possibility of an endorsement puts her in a powerful position in what has become an increasingly heated Democratic race. Listen to the latest #TheDailyDC. https://t.co/AYRwBX7Kyx https://t.co/7fa4ptXtH1",A key economic benchmark signals deep investor concern about the economy: The 10-year Treasury bond yield tumbled below 1% for the first time. https://t.co/8OI3xnUBiF,".@SecPompeo: ""We will hold all of those responsible for the murder of Jamal Khashoggi accountable."" #FNS https://t.co/iSva7B8qkf https://t.co/3SHTCPtRs7"
772,Some analysts value Michael Bloomberg’s financial-data and media empire at $60 billion. Finding a buyer for the company won’t be straightforward. https://t.co/du6pH2CMTo,"The Department of Homeland Security refused entry into the US to 241 people within the past month because of the coronavirus, according to data provided by the department https://t.co/wmYqg4naZi","Here’s a list of frequently asked questions about the coronavirus outbreak and its symptoms
https://t.co/OOwe27eid6",".@SecPompeo: ""No one's going to argue that Secretary Pompeo isn't tough on Iran and no one is going to argue that President Trump isn't doing the same."" #FNS https://t.co/TUzQecIhDh https://t.co/dI1T9lBjwl"
773,"New York’s first patient infected with coronavirus is a health-care worker who showed symptoms of disease only after returning from Iran, officials said https://t.co/K6r32QvuuA","RT @CNNBusiness: US stocks had another extremely volatile day, as investors couldn't seem to make up their minds about the impact of the gl…","For this orecchiette, swap broccoli rabe for rich fennel to add a distinctive flavor profile
https://t.co/lAuldlq2nH",Neil Armstrong's Apollo 11 spacecraft ID plate sells for $468K in auction https://t.co/pazkECs17l
774,From @WSJopinion: Joe Biden’s runaway victory in South Carolina’s primary on Saturday revives his bid as a serious challenger for the Democratic presidential nomination https://t.co/DAi6p90Cg5,Twitter CEO Jack Dorsey is putting his plans to live in Africa for several months this year on hold over concerns about the coronavirus https://t.co/8KYQbw5cIJ,RT @elizashapiro: New: How the fight over Stuyvesant + the specialized schools has made chancellor Richard Carranza a villain for some Asia…,".@SecPompeo: ""The sanctions that will be reimposed tomorrow are the toughest sanctions ever put in place on the Islamic Republic of Iran."" #FNS https://t.co/iSva7B8qkf https://t.co/p5JyVRriFj"
775,The Health and Human Services Department is investigating a manufacturing defect in an early testing kit for the coronavirus https://t.co/oEuaxsJPgq,"US officials are trying to identify people who came in contact with a worker at Los Angeles International Airport who tested positive for coronavirus, acting Customs and Border Protection Commissioner Mark Morgan said https://t.co/UL2AMvDbpG","Vladimir Putin has proposed a constitutional amendment banning gay marriage in Russia. Political analysts say it's an effort to raise turnout in a constitutional referendum that could keep him in power.
https://t.co/ZYQ9BrloFY",".@KarlRove on #Midterms2018: ""People are wildly enthusiastic about coming out and voting."" #FNS https://t.co/4WJ5GNYyJV"
776,"Breaking: The Supreme Court will review the Affordable Care Act in its next term, following an appeals-court ruling that tossed the law's individual insurance mandate https://t.co/lVHCLhestw","Seattle is working to add new homeless facilities in an attempt to slow the spread of novel coronavirus. 

Mayor Jenny Durkan said two new groups of “tiny houses” and a repurposed former treatment facility will allow for the housing of another 100 people. https://t.co/8NYIb2x6B1","A person who died last week in a Seattle hospital had the coronavirus. It's the earliest known fatality from the infection in the U.S.
https://t.co/dLtO5bDjN8",Vanna White describes how she copes with tough times https://t.co/naQADWqXkk
